attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,AcademicRisk
72.96,56.73,50.94,93.86,2.84,5,Male,Medium Risk
94.41,27.5,2.62,24.27,1.47,2,Female,High Risk
68.03,47.66,74.46,13.43,1.79,1,Female,Medium Risk
12.79,25.77,90.7,51.86,3.19,2,Other,High Risk
74.57,57.82,92.11,86.76,3.4,8,Male,Low Risk
69.92,98.46,90.02,56.65,3.8,2,Male,Low Risk
92.19,51.3,62.36,35.75,1.1,2,Female,Medium Risk
59.04,57.74,85.24,83.43,3.59,8,Female,Low Risk
94.74,41.32,24.5,48.71,1.55,8,Other,Medium Risk
92.17,92.5,61.44,57.61,3.33,2,Female,Low Risk
99.29,93.7,43.02,4.72,1.21,4,Other,Medium Risk
78.28,46.44,50.55,92.05,2.56,5,Male,Medium Risk
94.75,79.36,74.4,69.49,2.64,3,Female,Low Risk
98.88,90.67,55.86,79.99,2.65,1,Male,Low Risk
58.32,65.74,77.68,79.85,3.6,1,Female,Low Risk
46.13,22.13,59.37,2.58,0.14,4,Other,High Risk
50.68,52.8,98.14,36.64,3.77,2,Other,Medium Risk
64.7,94.99,90.36,51.57,2.31,7,Female,Low Risk
4.97,18.55,31.91,31.98,3.83,1,Male,High Risk
98.81,75.73,57.8,84.97,2.14,4,Female,Low Risk
61.52,86.48,75.39,85.94,2.53,5,Female,Low Risk
87.67,42.81,87.11,53.54,2.76,3,Male,Medium Risk
84.73,92.79,79.21,70.47,2.17,1,Male,Low Risk
38.07,38.41,61.7,6.08,2.62,1,Female,High Risk
64.26,87.68,72.3,87.86,2.52,3,Female,Low Risk
54.2,79.65,88.97,83.77,2.55,5,Male,Low Risk
68.08,88.28,97.54,99.08,3.5,8,Male,Low Risk
77.74,67.23,77.62,69.37,0.54,4,Female,Medium Risk
82.31,64.36,82.99,70.72,2.66,2,Male,Low Risk
82.27,81.21,67.23,65.5,2.61,6,Female,Low Risk
87.46,33.93,53.09,24.84,0.98,3,Male,High Risk
51.45,57.6,56.87,83.43,3.74,8,Female,Medium Risk
59.48,70.3,55.39,98.43,3.1,2,Male,Low Risk
50.17,43.78,96.16,52.51,3.46,3,Female,Medium Risk
80.31,99.77,98.63,72.9,3.25,8,Male,Low Risk
96.19,24.89,70.96,75.69,3.75,2,Other,Low Risk
82.3,81.33,80.96,64.6,2.12,5,Female,Low Risk
57.11,79.95,91.08,61.94,2.23,7,Male,Medium Risk
90.11,65.01,79.49,90.02,3.61,4,Male,Low Risk
36.59,5.22,17.1,61.66,3.1,5,Other,High Risk
98.0,79.68,88.84,75.12,3.23,3,Male,Low Risk
5.05,86.74,30.58,61.89,3.04,5,Male,Medium Risk
53.2,85.12,51.56,84.95,2.5,4,Female,Medium Risk
70.54,62.02,59.47,63.82,2.75,6,Female,Medium Risk
75.81,57.39,69.19,55.44,2.05,8,Female,Medium Risk
99.28,60.33,61.31,90.38,2.01,5,Male,Low Risk
67.93,98.89,48.39,48.37,3.41,8,Other,Low Risk
72.84,93.72,51.97,84.33,3.46,7,Female,Low Risk
53.83,43.72,50.93,74.28,2.04,1,Male,Medium Risk
71.46,61.06,51.08,89.06,3.19,5,Female,Low Risk
55.1,42.69,76.98,77.3,3.6,6,Male,Medium Risk
60.93,72.36,90.93,95.08,3.73,4,Female,Low Risk
94.8,93.95,88.66,86.33,2.98,3,Male,Low Risk
71.67,71.48,56.01,84.72,3.6,1,Male,Low Risk
8.5,83.61,93.3,22.62,2.1,6,Other,High Risk
93.72,95.98,96.08,81.89,1.85,3,Male,Low Risk
83.12,75.1,91.2,86.63,2.77,2,Female,Low Risk
74.31,50.48,71.22,98.35,2.87,2,Other,Low Risk
78.61,92.56,85.82,95.7,2.17,4,Male,Low Risk
94.45,73.64,80.49,79.64,3.0,4,Female,Low Risk
76.62,74.86,54.87,59.32,2.53,7,Female,Medium Risk
74.83,71.31,96.92,70.41,3.48,4,Female,Low Risk
28.37,61.57,90.53,49.1,2.22,7,Female,Medium Risk
52.14,83.59,91.77,54.78,2.7,2,Male,Medium Risk
82.53,85.12,74.38,47.13,3.56,8,Other,Low Risk
54.97,51.7,67.38,80.57,3.83,4,Male,Low Risk
82.86,73.36,86.56,94.78,2.26,4,Other,Low Risk
84.57,72.26,94.3,28.78,3.21,1,Female,Low Risk
52.75,37.53,96.99,17.29,1.28,8,Male,High Risk
73.21,75.15,19.08,34.91,1.57,4,Other,Medium Risk
98.31,77.08,75.99,81.36,3.26,4,Female,Low Risk
59.19,68.91,69.24,95.63,2.17,2,Male,Medium Risk
87.29,87.45,81.31,52.9,3.61,1,Female,Low Risk
62.71,57.89,82.5,91.48,2.99,5,Male,Low Risk
72.87,60.2,92.88,48.1,3.65,6,Male,Low Risk
72.57,28.38,7.05,68.33,0.01,4,Other,High Risk
88.97,95.06,23.53,91.89,3.1,5,Male,Low Risk
58.58,41.56,99.98,93.64,2.22,8,Male,Medium Risk
52.09,37.69,59.98,95.88,3.15,3,Female,Medium Risk
69.78,78.82,76.11,87.43,3.51,4,Female,Low Risk
75.61,97.23,81.96,51.7,2.37,4,Female,Low Risk
88.98,58.58,87.23,93.87,3.78,1,Male,Low Risk
97.41,99.76,78.09,79.77,1.63,3,Female,Low Risk
90.38,45.65,68.1,66.27,3.2,8,Female,Low Risk
57.42,85.62,56.69,53.0,2.35,8,Male,Medium Risk
87.15,45.65,7.7,77.28,2.64,7,Female,Medium Risk
53.06,99.12,70.24,93.62,3.74,4,Female,Low Risk
60.6,70.21,87.85,52.26,2.31,3,Male,Medium Risk
65.32,67.29,43.48,22.86,2.89,8,Male,Medium Risk
80.89,69.01,92.5,89.44,2.28,3,Female,Low Risk
79.72,60.69,53.38,74.34,3.55,6,Male,Low Risk
51.54,64.04,87.28,96.99,3.62,4,Female,Low Risk
76.91,44.34,92.05,61.75,2.84,3,Male,Medium Risk
59.69,76.77,97.26,57.28,3.65,1,Male,Low Risk
98.2,41.32,80.97,57.56,3.83,8,Male,Low Risk
87.48,91.61,85.03,96.46,1.86,8,Male,Low Risk
70.99,76.23,57.09,79.43,3.65,3,Female,Low Risk
82.61,79.32,93.18,98.27,3.79,3,Male,Low Risk
69.41,98.23,53.72,95.73,2.94,2,Male,Low Risk
60.63,76.69,92.54,39.96,3.61,7,Female,Low Risk
83.98,54.06,88.25,57.61,2.05,3,Male,Medium Risk
76.78,56.59,73.76,56.27,2.77,1,Male,Medium Risk
83.49,60.95,62.07,97.15,3.25,1,Male,Low Risk
81.13,63.7,92.44,55.52,2.15,8,Male,Medium Risk
73.83,68.21,92.95,36.66,3.3,5,Male,Low Risk
52.76,76.26,33.47,27.51,3.13,6,Male,Medium Risk
74.41,76.54,64.84,89.51,3.04,5,Female,Low Risk
99.23,39.3,8.92,58.11,3.68,5,Other,Medium Risk
78.35,97.4,76.38,72.76,3.65,2,Male,Low Risk
63.0,61.56,51.82,93.72,2.59,6,Female,Medium Risk
49.73,67.32,37.4,36.86,0.13,1,Female,High Risk
69.19,74.78,98.56,59.86,3.1,1,Female,Low Risk
50.21,53.48,54.72,75.06,3.19,1,Female,Medium Risk
56.92,59.99,76.65,80.18,2.45,1,Male,Medium Risk
42.05,79.86,93.75,17.22,3.06,6,Male,Medium Risk
31.16,22.35,78.52,95.98,1.97,4,Male,Medium Risk
78.6,99.64,98.36,60.57,2.59,1,Male,Low Risk
74.8,77.6,82.22,99.08,3.88,2,Male,Low Risk
88.81,87.59,80.35,99.5,3.71,7,Female,Low Risk
90.75,59.08,78.02,93.53,3.69,5,Female,Low Risk
85.23,96.22,84.91,65.1,1.95,1,Female,Low Risk
84.87,74.51,76.16,54.87,2.15,2,Female,Medium Risk
10.91,91.67,59.91,38.85,2.03,7,Male,High Risk
93.52,10.32,63.51,79.23,1.06,5,Other,Medium Risk
85.51,92.3,90.0,60.46,3.82,8,Male,Low Risk
26.14,8.69,77.67,41.53,2.04,7,Female,High Risk
79.95,49.36,83.9,56.37,2.82,3,Female,Medium Risk
98.82,98.48,55.58,63.53,2.87,2,Male,Low Risk
96.96,58.96,68.54,92.72,1.9,3,Male,Low Risk
54.88,66.37,55.02,75.09,2.15,6,Female,Medium Risk
87.75,79.95,81.86,58.74,3.17,2,Female,Low Risk
60.29,40.46,55.11,88.61,3.65,8,Female,Medium Risk
65.7,85.7,77.34,75.22,2.9,4,Female,Low Risk
89.54,45.9,89.35,80.58,2.57,2,Female,Low Risk
41.94,67.37,95.14,99.47,2.76,5,Female,Low Risk
53.99,65.76,94.5,58.21,3.15,5,Male,Medium Risk
62.54,75.69,67.85,57.21,2.28,4,Male,Medium Risk
58.43,85.55,99.08,94.89,2.71,2,Male,Low Risk
58.29,28.27,91.29,61.34,1.44,5,Other,Medium Risk
69.06,94.42,85.3,81.54,3.77,3,Female,Low Risk
69.26,68.23,86.17,88.51,2.46,3,Female,Low Risk
37.34,94.41,50.52,23.48,0.42,2,Female,High Risk
57.23,40.68,53.18,97.2,3.6,6,Male,Medium Risk
57.32,81.14,83.07,98.38,2.85,1,Female,Low Risk
97.44,8.07,65.17,87.14,2.54,3,Female,Medium Risk
25.43,91.88,45.45,60.34,3.94,1,Female,Medium Risk
63.62,59.66,97.57,78.48,2.33,3,Female,Medium Risk
64.93,92.9,92.47,56.95,2.52,7,Male,Low Risk
90.74,9.55,71.2,72.79,3.66,4,Female,Medium Risk
60.05,88.08,88.63,44.31,3.03,8,Female,Low Risk
56.11,76.16,87.69,64.12,3.74,2,Female,Low Risk
70.98,80.12,76.7,74.92,3.87,5,Female,Low Risk
97.27,51.09,58.29,44.95,3.57,5,Other,Low Risk
34.55,80.19,87.94,47.26,3.89,5,Female,Medium Risk
84.09,40.67,65.0,84.37,2.82,4,Female,Medium Risk
35.63,37.89,94.5,6.27,0.48,2,Other,High Risk
92.51,49.67,83.18,56.59,3.43,3,Female,Low Risk
86.38,51.37,25.42,69.3,1.74,3,Other,Medium Risk
23.49,53.18,20.44,72.62,0.79,1,Male,High Risk
95.95,65.22,39.86,35.99,3.63,3,Female,Low Risk
89.36,98.62,70.54,51.6,3.24,4,Female,Low Risk
87.9,71.85,70.55,76.72,3.53,3,Male,Low Risk
59.34,46.69,92.06,82.51,2.26,8,Female,Medium Risk
10.78,47.87,26.03,39.24,2.15,2,Male,High Risk
62.16,73.05,79.39,91.14,0.32,5,Female,Medium Risk
66.39,96.46,74.9,58.25,2.0,4,Male,Medium Risk
17.49,15.13,16.55,65.85,3.97,8,Male,High Risk
15.49,88.57,36.85,4.97,1.31,8,Other,High Risk
92.72,49.6,90.76,99.03,3.53,2,Male,Low Risk
82.53,96.38,60.53,37.64,2.87,5,Other,Low Risk
50.99,87.55,66.46,58.22,3.88,5,Male,Low Risk
89.85,82.33,62.41,67.19,3.61,8,Female,Low Risk
72.21,53.46,70.2,66.12,3.34,6,Female,Low Risk
67.7,51.69,85.35,64.25,3.8,7,Male,Low Risk
73.05,90.63,72.31,91.62,3.72,1,Female,Low Risk
99.78,76.76,81.61,95.71,2.94,4,Female,Low Risk
83.91,66.04,78.1,91.7,2.58,4,Female,Low Risk
84.86,89.33,90.04,80.77,3.84,2,Female,Low Risk
82.98,83.83,52.98,53.42,2.54,2,Male,Medium Risk
82.87,52.28,93.63,59.11,3.08,2,Female,Low Risk
51.54,80.18,61.53,62.24,3.06,3,Female,Medium Risk
96.45,84.83,62.15,58.36,2.41,6,Female,Low Risk
74.98,83.8,81.91,80.47,2.48,8,Male,Low Risk
92.53,93.89,38.26,11.18,3.7,5,Other,Low Risk
85.88,91.31,78.22,59.62,2.69,8,Male,Low Risk
99.84,96.23,63.9,56.35,3.34,8,Male,Low Risk
48.7,96.63,75.63,49.7,1.92,2,Male,Medium Risk
29.96,17.52,21.95,47.78,3.5,8,Female,High Risk
85.69,70.44,66.17,74.48,2.95,3,Male,Low Risk
82.55,93.04,56.13,55.11,3.52,3,Female,Low Risk
64.92,74.53,94.36,95.36,3.66,7,Male,Low Risk
84.2,83.65,65.55,59.77,3.18,8,Male,Low Risk
58.33,50.16,94.26,70.75,2.25,5,Female,Medium Risk
49.88,83.11,81.42,84.83,2.79,5,Female,Low Risk
24.79,91.4,79.73,96.98,0.4,6,Female,Medium Risk
52.23,78.47,92.15,72.77,3.94,5,Male,Low Risk
66.57,44.71,56.14,74.25,3.2,5,Female,Medium Risk
78.27,61.54,88.01,13.25,3.8,3,Female,Low Risk
6.44,75.69,92.15,62.13,2.4,1,Male,Medium Risk
74.48,60.46,52.25,62.57,2.44,3,Female,Medium Risk
4.75,46.97,78.71,67.47,3.41,6,Male,Medium Risk
77.33,76.38,75.08,96.47,2.48,4,Male,Low Risk
90.14,19.35,94.74,94.59,3.91,5,Male,Low Risk
76.52,90.71,57.94,81.62,2.67,7,Female,Low Risk
38.02,43.13,81.5,32.08,3.03,3,Other,Medium Risk
92.52,89.7,83.38,58.08,2.03,4,Female,Low Risk
67.05,88.14,90.26,82.0,2.29,2,Male,Low Risk
87.66,43.83,65.81,58.72,3.68,6,Female,Low Risk
59.23,67.16,88.64,77.23,3.66,7,Male,Low Risk
54.73,56.08,50.55,63.67,1.63,6,Other,Medium Risk
8.29,52.0,22.79,75.3,2.63,8,Other,High Risk
96.2,70.68,99.57,29.51,3.16,2,Female,Low Risk
74.21,44.16,95.72,72.48,2.86,2,Female,Low Risk
21.27,68.49,82.8,10.95,1.6,4,Other,High Risk
84.33,87.44,76.45,56.2,3.97,3,Female,Low Risk
86.64,23.73,59.6,15.71,3.83,2,Male,Medium Risk
52.36,79.38,30.02,20.19,1.4,3,Female,High Risk
90.32,65.23,63.97,65.91,2.13,6,Female,Medium Risk
11.27,62.6,87.49,36.25,0.67,4,Female,High Risk
64.56,81.6,58.09,70.72,3.08,1,Female,Low Risk
54.16,98.96,76.17,78.62,2.05,1,Male,Medium Risk
76.33,75.73,72.78,86.06,3.79,6,Male,Low Risk
80.49,87.11,73.05,79.24,3.39,4,Female,Low Risk
50.43,93.71,61.93,84.42,2.49,5,Female,Medium Risk
9.61,15.35,53.38,6.75,0.21,2,Male,High Risk
86.78,70.04,63.8,57.89,2.49,1,Female,Medium Risk
53.52,79.78,84.11,86.06,2.95,2,Female,Low Risk
89.52,85.6,76.35,66.86,3.78,8,Male,Low Risk
79.86,80.23,66.31,61.02,2.48,3,Female,Low Risk
65.54,76.28,93.11,79.05,3.02,1,Female,Low Risk
66.5,67.78,51.15,51.55,2.12,1,Male,Medium Risk
94.44,88.57,78.61,94.77,2.17,2,Female,Low Risk
63.35,98.11,91.61,20.99,3.37,1,Male,Low Risk
49.49,76.36,33.33,38.28,3.46,2,Other,Medium Risk
56.53,4.3,7.93,69.61,0.29,1,Female,High Risk
43.84,47.63,99.47,67.46,3.26,6,Other,Medium Risk
53.67,53.94,52.65,74.95,2.3,1,Female,Medium Risk
11.09,8.71,39.13,4.55,1.33,6,Other,High Risk
71.42,88.91,85.01,73.88,3.92,1,Female,Low Risk
51.01,40.42,98.96,98.41,2.94,1,Female,Medium Risk
74.71,66.83,77.26,63.95,2.66,8,Female,Medium Risk
64.62,59.58,75.27,82.07,3.33,3,Male,Low Risk
78.1,67.36,60.39,76.27,3.64,6,Female,Low Risk
85.93,98.38,35.56,69.81,3.46,6,Male,Low Risk
84.55,62.79,62.63,75.42,2.16,4,Male,Medium Risk
92.01,97.23,91.93,25.4,2.48,4,Female,Low Risk
7.48,11.02,69.2,64.8,0.28,5,Other,High Risk
86.45,50.03,87.27,61.6,3.04,6,Male,Low Risk
89.04,83.6,78.68,61.01,3.21,7,Male,Low Risk
81.69,41.0,61.2,67.67,2.84,6,Male,Medium Risk
89.45,89.63,52.49,27.68,0.69,8,Male,Medium Risk
54.49,83.89,84.3,71.2,2.99,7,Male,Low Risk
81.99,47.37,82.63,95.63,2.24,4,Male,Low Risk
56.6,70.02,97.79,67.3,3.48,1,Male,Low Risk
55.16,46.96,91.02,68.04,3.22,1,Female,Medium Risk
96.32,9.13,84.35,62.76,3.55,7,Female,Low Risk
64.86,74.76,54.28,78.63,3.41,6,Female,Low Risk
74.73,52.31,76.64,63.03,3.22,5,Female,Low Risk
59.79,91.64,95.58,93.14,2.61,3,Male,Low Risk
57.9,42.45,94.43,96.59,3.76,3,Male,Low Risk
57.85,52.93,59.47,90.56,3.76,5,Female,Low Risk
56.76,78.6,58.17,76.1,3.26,3,Female,Low Risk
81.51,40.92,98.45,58.93,3.32,8,Male,Low Risk
80.95,92.92,71.04,59.6,2.63,8,Female,Low Risk
29.1,29.31,22.91,93.57,1.56,4,Female,High Risk
73.97,87.78,80.37,96.22,3.77,2,Male,Low Risk
82.49,92.85,64.08,64.47,3.18,3,Female,Low Risk
87.19,97.95,86.4,68.88,3.44,2,Male,Low Risk
85.63,75.93,90.77,80.12,3.8,7,Male,Low Risk
82.92,54.39,72.77,83.73,2.43,4,Male,Low Risk
96.82,81.98,63.07,64.15,3.89,6,Female,Low Risk
69.19,54.47,87.98,85.21,2.55,3,Female,Low Risk
97.75,93.97,51.99,70.59,1.61,2,Female,Low Risk
92.99,80.98,54.95,81.53,2.23,3,Other,Low Risk
94.52,65.53,98.67,57.11,3.0,5,Male,Low Risk
19.69,93.23,73.92,23.07,0.45,2,Other,High Risk
61.21,65.02,77.33,32.64,3.67,7,Other,Medium Risk
99.56,62.31,98.96,17.8,2.52,7,Female,Low Risk
72.97,40.82,79.23,70.8,2.67,8,Male,Medium Risk
91.55,44.42,67.07,78.22,2.54,6,Male,Medium Risk
86.1,88.67,78.78,86.63,3.93,1,Male,Low Risk
67.66,64.8,63.96,95.34,2.23,4,Female,Medium Risk
98.62,62.95,73.07,76.47,3.61,5,Male,Low Risk
77.23,41.21,56.11,93.53,2.23,7,Male,Medium Risk
94.45,68.62,61.22,80.96,2.67,4,Male,Low Risk
66.7,83.13,74.29,90.48,3.63,4,Male,Low Risk
80.66,67.87,62.27,55.77,3.13,6,Male,Low Risk
62.1,90.74,89.79,54.57,3.84,7,Female,Low Risk
71.53,89.04,59.54,96.71,0.48,8,Female,Medium Risk
93.92,40.78,86.32,53.27,3.77,3,Male,Low Risk
55.69,85.16,86.9,88.94,3.84,8,Female,Low Risk
96.11,63.52,97.4,69.57,3.96,1,Male,Low Risk
59.35,72.36,59.62,90.74,3.5,2,Male,Low Risk
67.54,91.06,54.4,60.87,3.44,2,Male,Low Risk
90.46,44.3,75.2,83.46,3.36,5,Male,Low Risk
79.45,71.86,77.78,97.66,2.27,5,Male,Low Risk
61.99,64.72,70.18,80.34,3.05,5,Female,Low Risk
57.84,67.27,53.01,70.65,2.06,4,Female,Medium Risk
85.78,64.21,59.9,98.21,2.22,4,Female,Low Risk
96.69,64.05,69.67,50.86,3.96,8,Female,Low Risk
65.32,41.34,67.16,64.06,2.61,3,Female,Medium Risk
51.58,86.14,53.66,90.77,3.05,5,Male,Low Risk
94.78,82.26,90.84,52.34,3.71,8,Male,Low Risk
88.26,72.97,58.59,56.12,3.81,5,Other,Low Risk
81.27,91.28,70.75,59.85,2.43,2,Female,Low Risk
12.01,7.13,98.98,7.41,0.53,5,Other,High Risk
81.82,89.81,87.44,94.85,2.03,5,Male,Low Risk
55.6,50.7,67.1,53.36,2.13,5,Male,Medium Risk
62.19,42.06,95.58,72.34,3.55,2,Male,Low Risk
49.99,74.83,76.32,91.4,3.63,8,Male,Low Risk
65.14,76.94,42.12,48.87,2.81,1,Female,Medium Risk
54.48,73.15,57.01,74.94,2.8,2,Male,Medium Risk
85.76,28.05,37.1,27.57,2.64,2,Female,Medium Risk
66.13,70.83,69.16,51.51,3.66,5,Female,Low Risk
83.0,96.18,60.76,95.65,1.65,8,Female,Low Risk
93.95,13.68,87.98,84.18,2.97,8,Female,Low Risk
61.32,76.98,68.42,62.69,3.09,8,Female,Medium Risk
44.82,26.52,39.27,42.51,3.52,2,Male,Medium Risk
74.48,82.05,74.94,28.79,0.47,8,Male,Medium Risk
34.29,12.32,72.18,55.67,0.94,3,Female,High Risk
95.16,95.54,73.97,72.02,2.65,1,Female,Low Risk
66.55,95.03,62.31,59.05,3.72,3,Male,Low Risk
95.33,92.19,73.44,62.79,2.8,1,Male,Low Risk
79.84,90.86,73.11,62.68,1.71,2,Female,Medium Risk
50.53,69.83,81.15,86.95,2.79,5,Male,Medium Risk
50.15,73.24,18.82,44.38,2.13,6,Other,High Risk
67.53,71.33,77.37,86.55,2.96,4,Other,Low Risk
64.57,56.34,77.7,97.01,2.23,3,Female,Medium Risk
68.62,66.95,81.29,96.53,2.94,8,Male,Low Risk
96.11,42.3,91.03,66.37,2.52,1,Male,Low Risk
82.97,69.15,73.15,85.73,3.35,1,Female,Low Risk
60.4,89.24,95.98,93.83,2.22,3,Female,Low Risk
17.33,58.4,42.06,1.52,0.28,6,Male,High Risk
82.84,99.0,60.71,69.57,2.64,2,Female,Low Risk
90.85,98.89,71.27,59.34,3.47,8,Male,Low Risk
57.63,97.83,88.25,22.26,3.82,5,Female,Low Risk
58.39,95.94,75.43,81.35,3.42,8,Female,Low Risk
96.35,89.59,55.33,97.35,3.59,7,Female,Low Risk
9.57,97.17,66.45,3.36,3.18,4,Female,Medium Risk
15.76,10.35,50.3,67.19,3.18,2,Female,High Risk
54.41,73.69,76.03,54.68,2.83,6,Male,Medium Risk
88.54,52.42,87.59,38.72,3.63,1,Male,Low Risk
65.34,66.05,52.8,33.43,0.6,6,Female,High Risk
99.74,66.09,62.26,58.67,2.05,4,Female,Medium Risk
96.15,89.84,96.44,51.22,0.94,3,Male,Low Risk
74.07,70.89,83.92,73.1,3.92,1,Female,Low Risk
72.77,81.68,94.88,78.41,3.61,6,Female,Low Risk
10.03,78.28,94.24,2.23,2.41,2,Other,High Risk
73.12,34.93,48.75,15.7,3.9,6,Other,Medium Risk
75.05,94.61,59.83,77.16,3.66,5,Female,Low Risk
71.37,83.07,65.35,64.48,2.74,1,Female,Low Risk
78.79,83.18,69.16,57.64,3.12,5,Male,Low Risk
72.3,79.1,76.36,72.09,3.49,5,Female,Low Risk
62.02,53.92,87.6,97.97,3.76,4,Female,Low Risk
51.12,94.38,54.61,96.38,3.29,3,Male,Low Risk
18.29,6.83,65.6,5.2,3.57,2,Other,High Risk
62.68,35.33,67.95,77.04,3.99,1,Female,Medium Risk
93.1,86.61,81.93,51.98,3.05,1,Female,Low Risk
97.1,81.12,82.96,92.28,3.13,1,Male,Low Risk
52.64,93.73,90.77,65.29,3.89,4,Male,Low Risk
89.45,95.69,60.65,94.8,3.42,5,Female,Low Risk
73.82,89.11,47.31,84.18,2.28,8,Male,Low Risk
80.95,77.43,62.61,89.57,3.58,6,Female,Low Risk
89.9,72.48,72.15,90.36,3.86,1,Male,Low Risk
75.95,59.59,66.02,67.5,3.64,7,Male,Low Risk
60.01,40.04,95.31,93.88,3.11,3,Female,Low Risk
78.5,55.48,30.71,60.85,1.33,6,Female,Medium Risk
37.91,64.88,96.79,5.76,3.69,4,Female,Medium Risk
89.31,80.73,99.58,68.0,3.48,4,Male,Low Risk
91.89,93.54,50.48,95.06,2.2,7,Female,Low Risk
53.8,83.04,68.63,84.42,2.78,7,Female,Low Risk
96.52,82.32,59.6,64.35,3.46,6,Male,Low Risk
91.12,75.04,74.52,93.85,2.85,8,Male,Low Risk
71.97,48.72,82.08,91.74,3.23,6,Other,Low Risk
90.47,76.79,44.81,90.5,2.43,7,Other,Low Risk
85.97,84.42,57.05,56.33,3.69,7,Female,Low Risk
83.87,59.39,93.88,61.44,2.41,4,Male,Low Risk
58.46,0.94,56.98,63.36,3.66,1,Female,Medium Risk
95.91,40.21,5.09,92.33,3.53,6,Female,Medium Risk
7.66,60.41,98.66,67.2,2.84,5,Other,Medium Risk
94.12,78.89,57.67,64.87,3.28,6,Other,Low Risk
96.72,59.52,74.29,88.73,3.86,1,Male,Low Risk
96.72,62.39,67.87,83.75,2.17,1,Male,Low Risk
97.13,67.03,94.06,68.32,3.46,3,Male,Low Risk
73.39,43.44,91.65,90.27,2.97,4,Female,Low Risk
71.36,40.15,52.32,53.32,2.42,6,Male,Medium Risk
91.46,48.73,51.2,72.41,2.26,5,Female,Medium Risk
61.88,65.63,65.91,90.93,3.56,8,Male,Low Risk
20.7,42.27,17.61,13.47,3.44,2,Male,High Risk
11.24,0.72,88.42,67.13,1.19,6,Male,High Risk
16.19,59.87,68.11,27.94,2.28,5,Male,High Risk
26.4,49.22,56.02,74.25,1.89,5,Other,High Risk
71.0,77.22,55.22,81.93,3.76,7,Female,Low Risk
9.05,12.67,16.35,30.2,0.04,1,Other,High Risk
61.27,56.3,66.56,86.78,3.9,7,Male,Low Risk
91.68,87.29,65.51,93.76,2.32,8,Female,Low Risk
95.45,73.12,96.29,65.71,3.57,5,Male,Low Risk
90.03,85.98,77.14,70.63,3.17,5,Male,Low Risk
67.8,4.02,86.7,36.47,0.02,1,Female,High Risk
66.81,56.85,76.54,98.48,3.32,8,Male,Low Risk
67.54,81.49,70.44,83.94,3.59,4,Male,Low Risk
67.12,64.88,63.03,65.25,3.45,1,Female,Low Risk
78.78,89.69,68.01,6.76,0.73,8,Other,Medium Risk
54.94,81.02,66.62,56.61,2.02,2,Female,Medium Risk
79.94,52.66,64.72,94.01,2.03,7,Female,Medium Risk
75.66,75.16,71.74,91.27,3.24,8,Male,Low Risk
61.3,86.76,72.7,66.48,2.08,3,Male,Medium Risk
78.45,81.75,67.45,84.03,2.86,2,Male,Low Risk
50.06,98.48,69.26,86.82,2.81,1,Female,Low Risk
85.3,83.19,59.61,90.16,2.45,6,Female,Low Risk
11.52,56.39,72.1,5.88,2.39,2,Other,High Risk
60.31,41.26,37.42,42.59,2.61,8,Other,Medium Risk
91.57,42.03,78.85,65.8,3.52,3,Male,Low Risk
62.95,93.4,61.16,61.59,2.4,8,Female,Medium Risk
91.92,65.55,65.84,84.37,2.61,5,Female,Low Risk
60.79,93.41,55.42,58.34,3.95,1,Female,Low Risk
18.67,93.77,30.18,25.52,2.84,5,Female,High Risk
0.13,52.83,7.36,97.65,0.02,4,Other,High Risk
52.12,85.8,67.76,82.99,3.59,2,Female,Low Risk
43.23,35.8,81.59,75.71,1.6,6,Female,Medium Risk
89.55,16.07,17.18,90.1,1.94,4,Female,Medium Risk
80.22,94.18,29.97,68.92,3.35,7,Female,Low Risk
85.76,56.62,81.76,69.32,2.87,1,Female,Low Risk
96.64,73.98,97.65,75.88,2.93,7,Male,Low Risk
50.3,40.6,53.02,74.69,3.09,3,Female,Medium Risk
69.26,78.0,65.98,61.22,3.99,6,Male,Low Risk
65.63,83.89,82.41,62.22,3.76,4,Female,Low Risk
64.73,97.04,67.01,90.82,3.77,7,Male,Low Risk
73.17,86.98,54.7,97.73,3.72,5,Female,Low Risk
81.26,65.0,79.94,85.57,2.47,5,Male,Low Risk
59.06,57.13,83.68,99.32,3.12,5,Female,Low Risk
51.0,43.51,68.31,13.72,1.74,8,Other,High Risk
22.34,53.1,37.84,48.04,3.05,1,Male,High Risk
53.65,99.61,78.06,50.15,2.63,5,Female,Medium Risk
93.79,98.57,72.04,68.57,2.68,6,Male,Low Risk
0.24,52.46,19.47,72.42,3.85,1,Male,High Risk
93.76,90.23,2.04,79.18,1.8,4,Other,Medium Risk
68.56,81.47,71.39,58.74,3.27,7,Female,Low Risk
79.98,65.21,77.23,86.99,2.8,8,Male,Low Risk
88.04,53.62,62.18,27.32,0.2,4,Female,High Risk
96.18,76.93,80.46,82.91,3.22,1,Male,Low Risk
68.34,61.51,59.37,64.49,3.39,7,Male,Medium Risk
50.09,50.5,55.63,60.85,3.37,6,Male,Medium Risk
58.95,96.33,55.53,94.08,3.19,7,Male,Low Risk
26.03,32.25,24.25,47.99,2.73,3,Male,High Risk
70.09,90.52,78.64,59.6,3.91,6,Female,Low Risk
86.91,3.64,55.62,21.63,3.44,7,Female,Medium Risk
