attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,performance_score,AcademicRisk
92.19,51.3,62.36,35.75,1.1,2,Female,54.9,Medium Risk
23.72,6.37,85.51,60.73,0.66,8,Male,33.27,High Risk
3.52,4.5,19.16,60.82,0.07,2,Male,14.21,High Risk
17.95,41.36,44.99,24.53,2.84,2,Other,40.94,High Risk
72.48,44.44,81.66,14.37,1.34,7,Male,49.79,High Risk
97.12,98.31,74.35,80.75,0.46,4,Male,70.08,Low Risk
40.97,18.19,73.16,44.85,0.07,5,Other,32.02,High Risk
86.82,90.14,85.87,74.99,1.11,3,Other,70.8,Low Risk
51.18,85.98,14.94,34.07,2.77,4,Male,54.66,Medium Risk
62.7,14.09,2.32,5.07,3.62,4,Other,42.23,High Risk
42.7,9.98,40.09,98.38,3.01,2,Other,52.25,Medium Risk
71.11,81.62,30.33,99.28,3.63,4,Female,76.23,Low Risk
88.66,81.93,49.28,77.29,1.08,2,Female,64.29,Medium Risk
78.74,94.87,26.18,27.44,3.75,1,Female,70.14,Low Risk
70.32,13.21,2.66,48.85,2.29,5,Other,42.26,High Risk
11.16,38.45,6.05,69.82,0.83,8,Male,27.05,High Risk
20.99,12.39,16.61,62.59,0.41,7,Other,22.17,High Risk
17.02,45.92,17.01,1.97,0.21,3,Other,17.6,High Risk
58.41,69.12,86.11,54.83,3.49,6,Female,71.38,Low Risk
18.32,44.5,18.93,15.67,0.38,4,Female,21.05,High Risk
85.9,59.0,22.29,97.77,3.76,1,Female,74.78,Low Risk
28.86,24.13,8.24,49.66,3.55,5,Female,42.91,High Risk
99.74,44.36,32.27,97.41,3.99,5,Other,78.2,Low Risk
91.35,44.46,34.3,89.86,3.26,5,Male,70.73,Low Risk
98.35,69.01,92.81,27.18,3.89,2,Other,80.7,Low Risk
55.64,53.28,92.47,21.44,3.71,1,Male,64.84,Medium Risk
12.33,77.31,6.16,46.46,3.78,5,Female,50.06,Medium Risk
14.83,79.66,5.54,67.47,3.46,4,Female,52.22,Medium Risk
26.6,27.41,25.47,13.5,3.78,5,Female,41.6,High Risk
68.25,47.56,86.24,53.77,3.65,2,Male,70.39,Low Risk
86.49,99.7,74.55,78.15,3.52,6,Male,86.47,Low Risk
48.75,82.13,64.33,91.91,1.82,3,Female,63.42,Medium Risk
91.32,51.09,45.2,86.24,3.18,1,Other,72.64,Low Risk
17.73,81.4,35.35,46.09,1.55,4,Female,42.62,High Risk
30.94,67.68,13.6,23.27,2.85,7,Male,44.61,High Risk
13.66,77.54,20.17,73.14,3.22,3,Male,53.04,Medium Risk
94.56,80.56,36.47,68.73,3.68,1,Other,78.53,Low Risk
7.21,84.2,5.56,28.06,1.34,4,Male,32.06,High Risk
34.57,69.85,98.1,42.48,1.57,7,Female,53.51,Medium Risk
52.7,65.29,71.72,36.88,1.18,5,Male,49.9,High Risk
15.76,10.35,50.3,67.19,3.18,2,Female,43.51,High Risk
0.37,99.73,24.01,97.31,2.61,2,Other,54.55,Medium Risk
10.97,38.09,50.6,43.23,0.43,8,Male,27.12,High Risk
82.7,63.95,73.51,71.17,3.43,3,Male,76.6,Low Risk
57.58,56.74,82.87,23.63,1.19,3,Male,49.16,High Risk
19.09,60.83,17.78,88.17,0.84,6,Male,38.08,High Risk
77.99,89.95,83.89,95.84,3.61,4,Female,87.01,Low Risk
66.33,95.31,95.59,51.4,2.28,4,Other,71.94,Low Risk
94.76,23.89,40.68,81.35,1.77,6,Male,57.84,Medium Risk
96.45,62.24,52.53,55.65,3.05,4,Other,71.85,Low Risk
92.43,68.43,66.67,69.47,2.72,7,Female,74.21,Low Risk
67.06,1.84,90.51,61.57,1.69,4,Female,50.51,Medium Risk
41.53,27.35,1.56,20.66,1.25,5,Male,27.0,High Risk
69.05,1.65,95.81,58.56,3.13,2,Female,60.31,Medium Risk
62.39,97.36,87.14,21.47,0.96,3,Female,57.36,Medium Risk
94.6,96.72,48.67,7.6,3.68,5,Female,74.43,Low Risk
99.04,70.39,40.59,68.29,3.49,5,Other,76.98,Low Risk
92.14,65.89,88.34,2.43,3.51,1,Other,71.77,Low Risk
72.12,65.54,70.21,88.9,1.83,4,Female,66.44,Medium Risk
44.44,92.54,46.3,84.7,3.41,5,Other,70.58,Low Risk
23.02,3.74,55.49,37.09,3.32,4,Other,41.14,High Risk
21.27,90.83,89.0,67.95,0.96,3,Female,53.03,Medium Risk
78.61,78.12,85.52,24.24,3.4,7,Male,72.99,Low Risk
3.19,38.66,88.2,18.05,0.57,7,Female,28.03,High Risk
0.49,72.95,94.89,75.65,1.89,2,Female,52.11,Medium Risk
11.09,8.71,39.13,4.55,1.33,6,Other,19.38,High Risk
66.05,43.05,21.78,86.68,1.38,3,Other,50.02,Medium Risk
50.89,90.71,41.93,64.71,1.37,6,Female,55.42,Medium Risk
87.1,66.35,43.61,64.9,3.74,1,Female,74.7,Low Risk
70.92,40.78,13.95,33.69,0.93,2,Male,38.84,High Risk
78.29,21.09,91.74,85.1,3.39,1,Male,71.5,Low Risk
75.1,57.73,50.35,79.21,3.91,8,Male,74.19,Low Risk
68.25,21.67,12.06,46.56,1.55,8,Other,39.88,High Risk
59.11,44.21,79.47,90.82,4.0,6,Female,74.16,Low Risk
81.82,84.9,40.29,44.78,3.83,6,Female,74.13,Low Risk
29.63,83.59,99.56,62.31,3.96,3,Male,73.16,Low Risk
70.78,86.62,67.44,82.16,2.94,4,Female,75.83,Low Risk
87.02,51.97,48.03,75.07,3.3,7,Other,71.24,Low Risk
40.45,7.95,40.52,86.62,2.81,1,Male,48.34,High Risk
1.24,50.97,50.72,43.7,1.36,7,Male,33.17,High Risk
20.99,69.6,25.71,89.19,2.63,6,Other,52.84,Medium Risk
59.05,16.97,72.36,19.52,3.59,2,Male,54.38,Medium Risk
68.0,18.13,67.48,26.35,1.42,4,Female,43.58,High Risk
59.55,10.16,26.99,66.55,1.59,6,Female,40.89,High Risk
77.81,21.48,92.37,93.53,3.2,3,Male,71.63,Low Risk
82.58,70.07,0.7,18.36,3.0,3,Other,56.27,Medium Risk
11.32,66.87,26.26,71.14,0.19,2,Female,32.0,High Risk
87.48,91.61,85.03,96.46,1.86,8,Male,79.04,Low Risk
81.33,51.52,81.08,74.8,3.85,8,Male,78.08,Low Risk
97.64,96.72,99.48,1.65,2.54,6,Other,74.8,Low Risk
88.11,78.94,79.61,80.92,2.33,7,Other,76.46,Low Risk
68.12,97.25,16.58,75.36,3.78,5,Male,73.9,Low Risk
90.76,51.97,63.34,41.16,1.31,4,Male,56.95,Medium Risk
13.83,69.86,97.41,2.83,2.96,7,Other,50.97,Medium Risk
3.55,55.95,72.16,28.0,3.45,3,Male,48.66,High Risk
2.5,26.24,46.37,3.1,2.47,5,Other,28.73,High Risk
99.64,36.3,99.5,89.92,2.88,8,Female,78.58,Low Risk
34.29,12.32,72.18,55.67,0.94,3,Female,36.09,High Risk
52.05,46.37,69.01,16.34,2.67,1,Female,51.78,Medium Risk
50.9,36.22,98.48,14.1,1.64,4,Other,47.11,High Risk
23.64,4.91,15.36,6.33,0.78,2,Female,15.02,High Risk
54.52,61.99,69.67,85.9,0.49,2,Other,52.43,Medium Risk
94.96,66.9,54.72,44.86,3.31,3,Other,72.74,Low Risk
91.76,93.3,90.56,63.89,1.37,8,Other,73.33,Low Risk
0.06,43.19,76.92,73.35,0.13,2,Female,32.01,High Risk
21.02,65.64,74.99,5.93,3.08,6,Male,49.77,High Risk
87.21,60.21,13.38,69.39,3.39,1,Male,67.45,Medium Risk
36.87,16.74,50.55,31.94,3.65,7,Female,47.75,High Risk
11.5,4.54,79.03,42.36,0.99,4,Female,28.18,High Risk
99.25,97.92,94.74,24.58,2.67,1,Other,78.98,Low Risk
0.71,59.62,26.4,18.79,0.16,8,Female,19.88,High Risk
43.8,47.4,58.09,0.63,3.63,1,Male,51.93,Medium Risk
86.6,22.11,10.86,1.01,2.86,4,Male,45.73,High Risk
42.54,25.09,34.7,63.82,1.38,2,Female,39.06,High Risk
25.62,53.68,75.81,85.28,3.01,3,Female,60.12,Medium Risk
91.31,86.02,33.11,30.68,3.47,3,Other,71.29,Low Risk
32.6,27.13,64.85,5.3,1.36,1,Other,32.6,High Risk
86.27,66.82,76.24,58.35,3.97,6,Male,79.93,Low Risk
77.69,86.55,24.62,12.74,3.12,7,Male,61.84,Medium Risk
95.08,52.46,2.26,26.0,2.49,1,Male,54.06,Medium Risk
96.82,64.15,59.55,17.12,3.81,4,Male,72.35,Low Risk
77.9,13.46,53.61,51.42,3.43,7,Female,59.36,Medium Risk
46.08,85.49,99.58,49.56,3.71,8,Male,74.18,Low Risk
14.79,91.34,51.79,33.64,0.63,5,Male,38.72,High Risk
96.45,84.83,62.15,58.36,2.41,6,Female,74.22,Low Risk
97.64,74.92,99.51,75.63,3.66,8,Male,88.54,Low Risk
10.46,90.4,86.56,79.81,0.4,1,Male,48.15,High Risk
86.41,94.88,34.79,9.06,0.9,4,Female,52.78,Medium Risk
1.38,38.81,73.61,97.17,3.53,1,Female,55.79,Medium Risk
80.46,95.66,58.05,50.8,1.7,7,Other,66.2,Medium Risk
95.67,98.91,12.88,48.67,3.76,7,Other,76.43,Low Risk
96.47,32.83,73.86,28.54,2.44,5,Other,61.29,Medium Risk
31.01,71.66,77.2,97.57,0.07,8,Other,48.74,High Risk
72.4,86.73,85.34,20.2,3.93,1,Other,75.84,Low Risk
89.71,82.34,18.42,9.15,0.68,7,Other,47.28,High Risk
22.09,50.64,88.88,79.24,2.0,6,Male,53.37,Medium Risk
48.64,24.37,23.57,0.92,1.48,1,Male,29.96,High Risk
93.0,99.2,68.44,58.96,2.32,8,Male,76.7,Low Risk
11.35,65.31,48.21,57.24,0.15,5,Other,32.65,High Risk
93.06,59.92,35.34,51.16,3.78,6,Other,71.85,Low Risk
78.66,57.27,16.52,17.27,2.46,8,Female,51.56,Medium Risk
96.3,20.65,91.46,82.37,3.51,3,Female,76.22,Low Risk
94.37,97.18,90.88,59.96,1.07,2,Other,72.34,Low Risk
76.64,72.92,93.23,18.7,3.56,8,Female,72.78,Low Risk
81.22,57.72,38.79,65.62,3.66,7,Male,70.39,Low Risk
51.94,90.73,65.96,39.61,1.66,7,Female,57.34,Medium Risk
96.74,14.9,88.32,84.65,3.66,6,Female,75.99,Low Risk
65.34,66.05,52.8,33.43,0.6,6,Female,46.23,High Risk
98.99,5.13,51.55,93.58,3.84,3,Female,71.54,Low Risk
37.17,4.57,78.69,43.3,1.75,7,Male,39.44,High Risk
69.83,51.44,69.35,96.68,3.89,7,Other,76.96,Low Risk
70.44,14.92,53.34,67.35,1.82,3,Male,50.07,Medium Risk
23.71,6.29,85.19,57.4,1.66,7,Other,38.95,High Risk
73.95,42.4,58.31,98.74,0.98,2,Female,56.65,Medium Risk
85.67,86.62,81.24,91.39,3.81,1,Female,88.45,Low Risk
94.5,94.71,66.61,85.73,2.24,7,Other,79.42,Low Risk
31.38,27.28,13.09,43.88,1.21,7,Female,29.41,High Risk
52.93,19.52,69.04,39.2,0.73,5,Other,37.94,High Risk
76.69,80.64,30.85,92.92,0.38,8,Other,56.24,Medium Risk
68.86,89.74,44.09,75.74,3.53,4,Other,75.2,Low Risk
24.67,73.65,67.8,52.31,0.75,3,Other,43.6,High Risk
4.63,98.38,67.13,84.42,1.75,6,Other,54.5,Medium Risk
11.06,62.01,24.16,56.92,2.36,6,Other,42.08,High Risk
24.42,91.27,92.39,84.33,3.91,1,Other,75.3,Low Risk
82.73,13.54,91.01,35.89,1.7,5,Male,53.05,Medium Risk
79.57,64.57,26.14,63.52,0.51,3,Male,49.44,High Risk
45.11,5.88,89.24,81.81,1.83,1,Male,49.55,High Risk
59.64,79.23,75.31,89.25,3.22,2,Male,75.56,Low Risk
92.65,73.64,54.66,89.8,3.6,6,Male,82.06,Low Risk
80.32,60.17,86.36,73.59,2.73,4,Other,73.17,Low Risk
48.04,71.66,73.03,72.91,0.81,5,Female,53.3,Medium Risk
0.97,43.41,8.95,35.78,0.89,4,Other,21.2,High Risk
40.11,91.49,34.94,24.98,2.97,8,Other,55.88,Medium Risk
19.69,93.23,73.92,23.07,0.45,2,Other,40.93,High Risk
85.6,4.64,31.35,92.59,3.8,2,Other,64.67,Medium Risk
33.65,35.15,95.12,39.52,2.42,7,Female,50.76,Medium Risk
5.59,36.44,68.69,34.17,0.27,2,Male,25.8,High Risk
85.6,61.0,12.91,81.64,2.87,6,Other,65.72,Medium Risk
62.38,77.86,35.6,91.94,3.36,2,Male,71.3,Low Risk
40.08,55.15,93.86,23.97,2.66,1,Male,55.35,Medium Risk
5.38,50.61,62.26,30.68,1.73,3,Female,36.22,High Risk
15.95,91.43,55.67,0.61,0.07,7,Other,31.15,High Risk
92.92,12.79,47.44,94.27,3.82,6,Female,70.92,Low Risk
55.62,22.59,67.04,9.7,0.08,7,Male,30.43,High Risk
51.68,40.35,13.63,68.62,1.72,4,Other,44.08,High Risk
15.71,84.79,82.82,78.31,2.46,1,Other,60.43,Medium Risk
59.53,72.45,16.79,73.25,3.8,8,Other,66.63,Medium Risk
79.79,98.45,56.51,7.91,0.41,3,Other,51.86,Medium Risk
89.47,31.62,3.11,30.83,0.82,5,Female,38.91,High Risk
0.89,88.37,72.78,78.79,0.29,3,Other,42.44,High Risk
63.95,62.93,60.6,98.66,2.86,3,Other,70.34,Low Risk
96.55,89.1,90.27,79.22,1.45,4,Other,76.44,Low Risk
85.32,59.6,6.76,47.3,0.36,7,Female,43.61,High Risk
20.22,90.51,73.66,90.79,3.56,8,Male,70.07,Low Risk
97.27,51.09,58.29,44.95,3.57,5,Other,72.33,Low Risk
98.91,55.6,83.91,99.03,0.57,5,Female,66.85,Medium Risk
48.99,84.63,47.78,95.9,3.35,7,Other,71.66,Low Risk
16.46,4.49,43.51,99.24,3.57,1,Other,48.74,High Risk
97.21,65.78,83.83,82.38,1.81,8,Female,73.7,Low Risk
87.54,22.97,45.25,35.27,0.47,5,Other,41.49,High Risk
83.59,18.65,21.93,32.32,2.36,2,Female,47.52,High Risk
24.79,91.4,79.73,96.98,0.4,6,Female,53.48,Medium Risk
97.92,88.09,50.9,93.09,1.51,8,Male,73.13,Low Risk
15.59,92.18,23.37,87.41,2.01,2,Female,51.51,Medium Risk
86.65,81.04,99.42,9.68,3.06,5,Male,73.36,Low Risk
93.96,54.81,76.3,33.67,3.07,1,Other,70.13,Low Risk
67.33,67.9,74.71,66.99,3.34,6,Other,72.54,Low Risk
98.91,15.01,83.07,5.17,1.91,1,Other,52.9,Medium Risk
83.0,97.59,84.22,94.34,0.51,8,Other,70.24,Low Risk
26.87,59.6,65.61,20.27,2.99,2,Male,50.21,Medium Risk
0.13,2.33,69.03,41.26,3.36,4,Male,38.04,High Risk
5.33,72.33,44.86,15.79,1.18,1,Female,32.27,High Risk
61.08,97.79,7.31,14.96,3.32,2,Male,58.92,Medium Risk
81.58,72.36,86.91,90.68,1.35,1,Female,69.94,Medium Risk
45.49,95.43,28.67,86.63,3.69,6,Female,70.82,Low Risk
8.64,87.85,92.43,82.16,2.25,2,Female,59.98,Medium Risk
50.89,77.75,35.05,97.38,3.7,1,Male,71.26,Low Risk
9.02,43.34,35.27,72.05,2.32,5,Female,41.52,High Risk
52.84,35.45,51.76,4.34,2.59,6,Female,44.9,High Risk
46.28,82.64,68.38,64.32,2.6,4,Male,64.25,Medium Risk
94.63,86.02,28.8,52.88,2.0,3,Other,65.61,Medium Risk
81.1,99.2,16.35,51.12,3.45,5,Female,71.8,Low Risk
34.55,80.19,87.94,47.26,3.89,5,Female,69.27,Medium Risk
97.59,68.45,18.17,1.41,1.34,4,Male,49.4,High Risk
37.11,90.57,82.12,81.12,2.46,8,Other,67.25,Medium Risk
79.67,46.18,22.77,99.35,0.46,3,Other,50.35,Medium Risk
18.67,93.77,30.18,25.52,2.84,5,Female,49.53,High Risk
42.29,98.43,99.58,40.96,3.74,4,Female,74.71,Low Risk
90.89,70.31,93.59,58.87,2.31,4,Male,74.09,Low Risk
67.3,25.67,72.32,94.0,3.83,4,Other,70.84,Low Risk
85.4,32.22,54.45,48.98,2.53,7,Female,59.12,Medium Risk
82.33,39.67,73.85,44.04,0.37,1,Female,48.51,High Risk
92.83,92.07,94.87,29.3,2.87,2,Male,78.18,Low Risk
66.66,73.99,74.97,88.57,1.4,1,Female,64.74,Medium Risk
96.19,24.89,70.96,75.69,3.75,2,Other,74.46,Low Risk
0.24,34.45,70.48,39.31,0.88,5,Female,28.92,High Risk
27.08,70.99,98.02,61.15,0.22,1,Female,46.22,High Risk
14.26,71.49,60.08,69.06,0.38,1,Male,39.61,High Risk
61.37,37.6,90.39,91.5,3.18,1,Female,70.02,Low Risk
93.82,72.17,92.69,68.68,2.1,7,Female,75.22,Low Risk
76.39,70.99,33.1,62.56,0.78,5,Male,52.52,Medium Risk
61.94,81.76,94.63,41.09,3.03,7,Male,71.13,Low Risk
96.09,43.57,34.82,68.04,3.32,8,Male,68.92,Medium Risk
50.29,50.53,58.26,39.51,3.15,8,Other,57.03,Medium Risk
61.27,66.8,91.41,38.08,2.88,1,Female,66.1,Medium Risk
81.28,7.03,57.23,92.43,1.59,3,Other,54.11,Medium Risk
42.55,99.06,70.68,35.92,1.49,8,Female,55.75,Medium Risk
25.51,62.55,32.05,97.61,1.6,4,Other,48.34,High Risk
70.23,70.83,84.48,41.6,3.31,1,Female,71.32,Low Risk
93.12,11.97,11.71,8.77,2.63,6,Female,45.18,High Risk
24.38,53.66,38.56,79.02,3.96,2,Female,59.21,Medium Risk
72.94,79.87,66.46,84.63,3.97,2,Female,81.69,Low Risk
77.0,87.73,54.67,51.73,3.03,8,Female,71.69,Low Risk
97.75,93.97,51.99,70.59,1.61,7,Male,71.68,Low Risk
45.3,71.93,75.83,84.63,1.5,7,Male,59.16,Medium Risk
72.39,8.76,99.55,99.43,1.86,2,Other,61.32,Medium Risk
22.45,82.47,80.97,85.41,1.3,2,Female,55.19,Medium Risk
90.53,82.05,6.47,84.04,3.31,4,Other,73.31,Low Risk
83.53,94.15,94.44,57.86,3.93,5,Other,87.12,Low Risk
63.4,10.59,14.03,41.91,3.86,2,Female,50.48,Medium Risk
78.18,7.09,96.2,85.62,3.6,7,Female,70.74,Low Risk
8.43,6.53,7.49,58.99,3.24,4,Female,33.64,High Risk
11.04,79.23,94.19,9.09,0.61,3,Other,37.91,High Risk
52.52,46.39,70.96,61.05,1.96,6,Male,54.46,Medium Risk
81.73,56.45,42.79,71.94,1.83,5,Male,60.37,Medium Risk
53.13,3.96,80.26,49.3,2.91,3,Other,51.7,Medium Risk
19.19,17.55,81.2,26.47,3.65,7,Male,47.27,High Risk
26.4,49.22,56.02,74.25,1.89,5,Other,47.8,High Risk
50.5,96.53,90.57,79.23,2.43,8,Other,72.59,Low Risk
17.98,10.26,19.59,79.56,1.17,1,Other,28.73,High Risk
61.21,65.02,77.33,32.64,3.67,7,Other,67.74,Medium Risk
17.22,7.46,91.73,90.28,2.73,8,Other,50.16,Medium Risk
98.66,22.25,81.49,16.86,1.13,6,Female,50.93,Medium Risk
94.8,52.98,97.69,31.0,2.26,3,Male,67.72,Medium Risk
33.69,60.64,65.85,82.96,0.1,4,Male,43.5,High Risk
96.6,93.03,15.2,48.96,3.49,2,Female,74.19,Low Risk
78.34,18.89,23.8,77.91,0.34,2,Male,40.74,High Risk
86.68,11.41,73.24,44.01,2.21,8,Female,55.35,Medium Risk
24.97,13.95,86.06,22.64,2.01,5,Other,37.9,High Risk
18.86,71.95,25.0,93.14,3.31,7,Female,57.51,Medium Risk
94.88,31.32,86.34,79.25,3.1,6,Other,74.2,Low Risk
73.02,98.82,48.2,37.12,2.42,8,Other,65.94,Medium Risk
33.63,51.86,80.95,19.2,2.52,3,Female,49.55,High Risk
74.92,65.08,90.9,74.61,3.09,7,Female,75.88,Low Risk
58.41,37.83,30.2,67.74,3.84,1,Other,60.86,Medium Risk
50.6,50.85,11.32,59.81,2.88,3,Male,51.49,Medium Risk
42.82,63.79,85.62,63.11,1.39,4,Female,54.46,Medium Risk
28.46,98.96,5.74,31.94,1.29,8,Female,40.62,High Risk
40.37,58.62,56.09,17.58,0.42,8,Male,35.49,High Risk
79.34,86.92,77.33,10.59,0.26,8,Female,52.03,Medium Risk
57.26,37.29,3.09,91.5,1.31,5,Other,44.15,High Risk
94.52,66.27,95.48,18.76,2.48,8,Other,69.52,Medium Risk
18.29,6.83,65.6,5.2,3.57,2,Other,38.87,High Risk
60.26,5.55,16.86,16.12,1.21,4,Male,28.68,High Risk
77.33,13.7,72.44,9.75,3.65,3,Female,57.21,Medium Risk
54.3,90.9,80.28,4.1,3.52,2,Other,66.41,Medium Risk
83.85,71.52,38.24,97.92,3.82,6,Other,79.57,Low Risk
17.45,76.41,49.63,91.92,0.13,8,Male,41.69,High Risk
13.67,62.6,31.89,13.33,2.4,1,Other,37.72,High Risk
34.44,82.03,98.35,87.79,3.79,2,Male,76.62,Low Risk
92.95,88.44,37.6,55.12,2.84,5,Other,72.58,Low Risk
44.49,54.7,14.67,33.63,3.95,2,Male,53.99,Medium Risk
92.18,78.31,95.21,38.97,2.65,4,Female,75.4,Low Risk
91.38,79.87,76.95,26.88,2.97,4,Male,72.96,Low Risk
86.66,97.09,23.04,92.87,2.69,5,Male,75.28,Low Risk
67.64,74.61,20.86,49.84,2.35,8,Male,57.12,Medium Risk
37.86,38.52,33.9,32.79,0.36,5,Male,29.42,High Risk
79.26,48.97,14.97,35.85,0.66,2,Male,41.36,High Risk
47.34,19.84,37.7,33.28,1.08,6,Female,33.2,High Risk
7.02,5.69,91.6,31.21,3.93,1,Other,45.88,High Risk
55.16,30.45,94.15,59.13,3.84,4,Other,66.87,Medium Risk
54.8,78.73,62.99,90.94,3.82,6,Other,76.41,Low Risk
98.67,72.04,60.86,48.14,2.85,2,Female,73.24,Low Risk
89.55,16.07,17.18,90.1,1.94,4,Female,53.82,Medium Risk
97.52,67.03,53.31,65.34,2.96,7,Other,74.08,Low Risk
68.77,84.82,33.87,72.9,3.7,2,Male,73.3,Low Risk
80.28,89.31,1.1,17.86,3.62,3,Female,63.4,Medium Risk
54.2,85.44,66.42,32.28,2.21,1,Male,59.26,Medium Risk
97.96,79.2,0.27,91.35,3.84,6,Female,78.07,Low Risk
74.71,13.08,80.69,93.69,2.43,2,Other,62.64,Medium Risk
22.17,19.34,31.49,90.24,3.19,3,Other,47.61,High Risk
41.28,90.82,96.18,56.7,3.8,3,Other,75.17,Low Risk
95.2,15.27,69.19,50.58,2.13,3,Other,58.13,Medium Risk
99.48,55.56,68.94,64.35,3.31,8,Other,76.66,Low Risk
47.63,50.88,71.8,26.33,3.42,3,Male,58.18,Medium Risk
86.43,65.58,91.89,8.32,3.95,1,Male,74.44,Low Risk
88.21,95.67,25.32,20.69,0.86,7,Female,53.46,Medium Risk
73.89,23.52,70.84,1.52,3.63,4,Male,56.72,Medium Risk
87.6,89.99,20.1,94.02,3.52,6,Male,79.02,Low Risk
47.2,72.38,51.04,71.29,0.9,2,Other,50.25,Medium Risk
90.98,79.37,5.87,42.91,2.79,5,Other,63.37,Medium Risk
69.72,96.87,57.37,21.73,4.0,1,Male,73.67,Low Risk
73.58,75.15,92.95,91.41,1.52,7,Female,70.58,Low Risk
95.2,81.37,71.16,77.4,1.36,1,Female,70.86,Low Risk
87.39,25.37,61.08,55.35,1.58,7,Other,54.26,Medium Risk
71.63,53.91,95.59,68.16,3.85,6,Male,77.31,Low Risk
63.48,73.53,24.32,87.6,1.52,1,Male,56.86,Medium Risk
9.05,12.67,16.35,30.2,0.04,1,Other,12.03,High Risk
95.71,72.49,71.48,66.97,3.08,4,Other,78.44,Low Risk
99.65,91.01,30.41,84.62,0.38,7,Female,62.74,Medium Risk
45.84,9.28,56.2,12.66,3.01,1,Female,42.46,High Risk
17.42,69.44,17.9,13.74,0.59,8,Female,26.68,High Risk
20.02,45.77,84.97,80.1,0.65,5,Other,42.98,High Risk
4.42,40.13,32.39,94.86,2.31,8,Other,42.66,High Risk
76.19,14.05,30.71,44.57,1.29,5,Female,41.21,High Risk
18.11,31.89,72.51,50.92,0.18,1,Male,30.55,High Risk
66.62,86.57,14.14,36.61,0.19,2,Male,42.77,High Risk
46.25,78.05,24.01,20.0,1.9,7,Male,45.65,High Risk
93.3,87.79,34.84,77.29,3.28,4,Male,78.2,Low Risk
98.79,20.69,79.03,14.66,3.22,5,Male,63.01,Medium Risk
52.49,77.57,97.75,44.44,1.37,8,Female,58.53,Medium Risk
19.64,31.03,77.74,97.18,2.0,4,Male,49.85,High Risk
28.03,81.07,1.92,17.43,3.31,7,Female,46.81,High Risk
99.97,29.02,89.11,41.41,3.85,4,Female,74.44,Low Risk
9.64,90.26,45.58,20.24,1.22,7,Female,37.96,High Risk
34.43,73.37,96.94,89.04,3.88,3,Female,75.43,Low Risk
92.89,80.67,92.49,87.73,1.68,2,Other,76.89,Low Risk
9.02,56.8,39.01,8.16,2.59,3,Other,36.88,High Risk
75.2,24.47,39.36,11.98,0.96,5,Male,37.4,High Risk
37.31,56.51,27.03,16.06,3.1,2,Female,46.47,High Risk
84.47,83.52,42.96,96.67,3.92,1,Male,83.27,Low Risk
51.88,34.68,83.96,75.22,1.19,2,Female,51.22,Medium Risk
16.25,30.31,17.12,67.71,0.1,3,Male,23.47,High Risk
66.78,12.94,27.52,13.87,1.13,3,Other,32.55,High Risk
27.9,83.09,79.97,86.12,3.79,3,Other,72.19,Low Risk
19.9,17.97,74.87,72.57,2.8,4,Male,48.19,High Risk
89.99,87.5,68.2,91.48,1.1,6,Other,70.82,Low Risk
70.38,35.54,59.55,22.35,0.67,8,Female,41.18,High Risk
48.98,96.4,12.82,94.82,3.79,8,Other,71.36,Low Risk
99.26,95.14,73.89,59.89,1.28,5,Other,71.91,Low Risk
87.2,66.55,95.64,67.21,2.52,6,Male,75.29,Low Risk
54.81,91.57,78.45,40.19,3.42,1,Female,71.19,Low Risk
78.19,25.12,81.69,78.86,3.97,6,Other,73.47,Low Risk
50.85,95.54,76.21,71.65,3.01,8,Other,72.81,Low Risk
95.95,67.54,49.38,95.49,2.3,5,Other,73.6,Low Risk
95.77,69.97,65.21,33.29,3.98,4,Male,77.59,Low Risk
94.39,16.77,15.47,7.31,1.57,1,Male,40.18,High Risk
46.52,22.0,81.25,73.64,0.89,7,Female,44.83,High Risk
37.43,34.39,0.56,98.22,2.43,8,Female,46.24,High Risk
67.86,57.83,49.12,39.73,2.45,4,Male,57.17,Medium Risk
16.79,74.08,78.47,13.67,1.57,5,Other,42.65,High Risk
49.68,83.55,42.48,15.95,1.25,2,Male,45.71,High Risk
38.53,93.14,93.39,19.85,2.48,5,Other,60.75,Medium Risk
69.42,25.39,6.38,38.5,1.27,8,Other,37.1,High Risk
43.26,20.57,55.34,70.21,3.52,3,Male,55.76,Medium Risk
10.64,97.33,86.41,30.36,2.7,6,Female,56.52,Medium Risk
87.15,84.03,88.72,40.27,3.25,6,Other,78.25,Low Risk
26.03,32.25,24.25,47.99,2.73,3,Male,40.86,High Risk
71.33,57.93,42.45,99.31,1.16,3,Other,57.93,Medium Risk
15.0,20.28,66.0,72.48,2.4,8,Other,43.58,High Risk
76.47,44.74,74.95,97.54,1.84,3,Female,65.44,Medium Risk
85.15,89.09,29.73,73.41,3.8,2,Female,78.33,Low Risk
22.78,47.25,7.08,89.79,2.92,4,Other,47.93,High Risk
80.95,95.85,21.78,1.78,1.75,3,Other,53.88,Medium Risk
84.38,92.81,34.26,64.24,0.91,6,Female,60.12,Medium Risk
82.41,93.62,79.67,89.59,2.27,6,Female,78.9,Low Risk
95.67,89.17,32.09,2.02,2.42,6,Female,61.99,Medium Risk
59.62,83.37,72.46,94.29,2.72,8,Female,73.59,Low Risk
